DRXFDCD,DRXFCLD
51401010.0,"Bread, rye"
51401020.0,"Bread, rye, toasted"
51401030.0,"Bread, marble rye and pumpernickel"
51401040.0,"Bread, marble rye and pumpernickel, toasted"
51401200.0,"Muffin, English, rye"
51404010.0,"Bread, pumpernickel"
51404020.0,"Bread, pumpernickel, toasted"
51404500.0,"Bagel, pumpernickel"
51404550.0,"Muffin, English, pumpernickel"
51407010.0,"Bread, black"
51407020.0,"Bread, black, toasted"
51420000.0,"Roll, rye"
51421000.0,"Roll, pumpernickel"
51501010.0,"Bread, oatmeal"
51501020.0,"Bread, oatmeal, toasted"
51501040.0,"Bread, oat bran"
51501050.0,"Bread, oat bran, toasted"
51501080.0,"Bagel, oat bran"
51502010.0,"Roll, oatmeal"
51503000.0,"Muffin, English, oat bran"
51503040.0,"Muffin, English, oat bran, with raisins"
51601010.0,"Bread, multigrain, toasted"
51601020.0,"Bread, multigrain"
51601210.0,"Bread, multigrain, with raisins"
51601220.0,"Bread, multigrain, with raisins, toasted"
51602010.0,"Bread, multigrain, reduced calorie and/or high fiber"
51602020.0,"Bread, multigrain, reduced calorie and/or high fiber, toasted"
51620000.0,"Roll, multigrain"
51620020.0,"Roll, multigrain, hot dog bun"
51620030.0,"Roll, multigrain, hamburger bun"
51630000.0,"Bagel, multigrain"
51630100.0,"Bagel, multigrain, with raisins"
51630200.0,"Muffin, English, multigrain"
51801010.0,"Bread, barley"
51801020.0,"Bread, barley, toasted"
51804010.0,"Bread, soy"
51804020.0,"Bread, soy, toasted"
51805010.0,"Bread, sunflower meal"
51805020.0,"Bread, sunflower meal, toasted"
51806010.0,"Bread, rice"
51806020.0,"Bread, rice, toasted"
51807000.0,"Injera, Ethiopian bread"
51808000.0,"Bread, gluten free"
51808010.0,"Bread, gluten free, toasted"
51808050.0,"Breadsticks, hard, gluten free"
51808100.0,"Roll, gluten free"
52101000.0,"Biscuit, NFS"
52102040.0,"Biscuit, from refrigerated dough"
52103000.0,"Biscuit, from fast food / restaurant"
52104010.0,"Biscuit, home recipe"
52104040.0,"Biscuit, wheat"
52104100.0,"Biscuit, cheese"
52104200.0,Biscuit with fruit
52105100.0,Scone
52105200.0,"Scone, with fruit"
52201000.0,"Cornbread, prepared from mix"
52202060.0,"Cornbread, made from home recipe"
52204000.0,Cornbread stuffing
52206010.0,"Cornbread muffin, stick, round"
52206060.0,"Cornbread muffin, stick, round, made from home recipe"
52207010.0,"Corn flour patty or tart, fried"
52208010.0,"Corn pone, baked"
52208020.0,"Corn pone, fried"
52208760.0,"Gordita/sope shell, plain, no filling"
52209010.0,Hush puppy
52211010.0,Johnnycake
52213010.0,Spoonbread
52215000.0,"Tortilla, NFS"
52215100.0,"Tortilla, corn"
52215200.0,"Tortilla, flour"
52215260.0,"Tortilla, whole wheat"
52215300.0,"Taco shell, corn"
52215350.0,"Taco shell, flour"
52220110.0,Arepa Dominicana
52301000.0,"Muffin, NFS"
52302010.0,"Muffin, fruit"
52302020.0,"Muffin, fruit, low fat"
52302500.0,"Muffin, chocolate chip"
52302600.0,"Muffin, chocolate"
52303010.0,"Muffin, whole wheat"
52303500.0,"Muffin, wheat"
52304000.0,"Muffin, whole grain"
52304010.0,"Muffin, wheat bran"
52304040.0,"Muffin, bran with fruit, lowfat"
52304100.0,"Muffin, oatmeal"
52304150.0,"Muffin, oat bran"
52306010.0,"Muffin, plain"
52306300.0,"Muffin, cheese"
52306500.0,"Muffin, pumpkin"
52306550.0,"Muffin, zucchini"
52306700.0,"Muffin, carrot"
52311010.0,Popover
52401000.0,"Bread, Boston Brown"
52403000.0,"Bread, nut"
52404060.0,"Bread, pumpkin"
52405010.0,"Bread, fruit"
52407000.0,"Bread, zucchini"
52408000.0,"Bread, Irish soda"
53100100.0,"Cake or cupcake, NFS"
53101100.0,"Cake, angel food"
53102200.0,"Cake or cupcake, apple"
53102700.0,"Cake or cupcake, banana"
53102800.0,"Cake or cupcake, Black Forest"
53103000.0,"Cake, Boston cream pie"
53104260.0,"Cake or cupcake, carrot"
53104400.0,"Cake or cupcake, coconut"
53104500.0,"Cheesecake, plain"
53104550.0,"Cheesecake, fruit"
53104600.0,"Cheesecake, chocolate"
53105262.0,"Cake or cupcake, chocolate with white icing, bakery"
53105264.0,"Cake or cupcake, chocolate with white icing, from mix"
53105270.0,"Cake or cupcake, chocolate with chocolate icing, bakery"
53105272.0,"Cake or cupcake, chocolate with chocolate icing, from mix"
53105275.0,"Cake or cupcake, chocolate, no icing"
53105300.0,"Cake or cupcake, German chocolate"
53105310.0,"Cake or cupcake, gluten free"
53105396.0,"Cake, chocolate, flourless"
53106500.0,"Cake, cream"
53108200.0,"Snack cake, chocolate"
53109200.0,"Snack cake, white"
53110000.0,"Cake, fruit cake"
53111000.0,"Cake or cupcake, gingerbread"
53112100.0,Ice cream cake
53113000.0,"Cake, jelly roll"
53114100.0,"Cake or cupcake, lemon"
53115200.0,"Cake or cupcake, marble"
53115450.0,"Cake or cupcake, peanut butter"
53116000.0,"Cake, pound"
53116510.0,"Cake or cupcake, pumpkin"
53116520.0,"Cake or cupcake, red velvet"
53117200.0,"Cake or cupcake, spice"
53118100.0,"Cake, sponge"
53118110.0,"Cake or cupcake, strawberry"
53118500.0,"Cake, torte"
53118550.0,"Cake, tres leche"
53119000.0,"Cake, pineapple, upside down"
53120270.0,"Cake or cupcake, white with white icing, bakery"
53120272.0,"Cake or cupcake, white with white icing, from mix"
53121270.0,"Cake or cupcake, white with chocolate icing, bakery"
53121272.0,"Cake or cupcake, white with chocolate icing, from mix"
53121275.0,"Cake or cupcake, white, no icing"
53123070.0,"Cake, strawberry shortcake"
53124110.0,"Cake or cupcake, zucchini"
53200100.0,"Cookie, batter or dough, raw"
53201000.0,"Cookie, NFS"
53202000.0,"Cookie, almond"
53203000.0,"Cookie, applesauce"
53203500.0,"Cookie, biscotti"
53204000.0,"Cookie, brownie, NS as to icing"
53204010.0,"Cookie, brownie, without icing"
53204100.0,"Cookie, brownie, with icing or filling"
53204840.0,"Cookie, brownie, reduced fat, NS as to icing"
53205250.0,"Cookie, butterscotch, brownie"
53205260.0,"Cookie, bar, with chocolate"
53206000.0,"Cookie, chocolate chip"
53206020.0,"Cookie, chocolate chip, made from home recipe or purchased at a bakery"
53206030.0,"Cookie, chocolate chip, reduced fat"
53206100.0,"Cookie, chocolate chip sandwich"
53206500.0,"Cookie, chocolate, made with rice cereal"
53206550.0,"Cookie, chocolate, made with oatmeal and coconut, no bake"
53207000.0,"Cookie, chocolate or fudge"
53208000.0,"Cookie, marshmallow, chocolate-covered"
53208200.0,"Cookie, marshmallow pie, chocolate covered"
53209005.0,"Cookie, chocolate, with icing or coating"
53209010.0,"Cookie, sugar wafer, chocolate-covered"
53209015.0,"Cookie, chocolate sandwich"
53209020.0,"Cookie, chocolate sandwich, reduced fat"
53209100.0,"Cookie, chocolate, sandwich, with extra filling"
53209500.0,"Cookie, chocolate and vanilla sandwich"
53210000.0,"Cookie, chocolate wafer"
53210900.0,"Cookie, graham cracker with chocolate and marshmallow"
53211000.0,"Cookie bar, with chocolate, nuts, and graham crackers"
53215500.0,"Cookie, coconut"
53220000.0,"Cookie, fruit-filled bar"
53220030.0,"Cookie, fig bar"
53222010.0,"Cookie, fortune"
53222020.0,"Cookie, cone shell, ice cream type, wafer or cake"
53223000.0,"Cookie, gingersnaps"
53223100.0,"Cookie, granola"
53224000.0,"Cookie, ladyfinger"
53224250.0,"Cookie, lemon bar"
53225000.0,"Cookie, macaroon"
53226000.0,"Cookie, marshmallow, with coconut"
53226500.0,"Cookie, marshmallow, with rice cereal, no bake"
53226550.0,"Cookie, marshmallow, with rice cereal and chocolate chips"
53226600.0,"Cookie, marshmallow and peanut butter, with oat cereal, no bake"
53228000.0,"Cookie, meringue"
53230000.0,"Cookie, molasses"
53231000.0,"Cookie, Lebkuchen"
53231400.0,"Cookie, multigrain, high fiber"
53233000.0,"Cookie, oatmeal"
53233010.0,"Cookie, oatmeal, with raisins"
53233040.0,"Cookie, oatmeal, reduced fat, NS as to raisins"
53233050.0,"Cookie, oatmeal sandwich, with creme filling"
53233060.0,"Cookie, oatmeal, with chocolate chips"
53233080.0,"Cookie, oatmeal sandwich, with peanut butter and jelly filling"
53233100.0,"Cookie, oatmeal, with chocolate and peanut butter, no bake"
53234000.0,"Cookie, peanut butter"
53234100.0,"Cookie, peanut butter, with chocolate"
53234250.0,"Cookie, peanut butter with rice cereal, no bake"
53235000.0,"Cookie, peanut butter sandwich"
53235500.0,"Cookie, with peanut butter filling, chocolate-coated"
53235600.0,"Cookie, Pfeffernusse"
53236000.0,"Cookie, Pizzelle"
53236100.0,"Cookie, pumpkin"
53237000.0,"Cookie, raisin"
53237010.0,"Cookie, raisin sandwich, cream-filled"
53237500.0,"Cookie, rum ball, no bake"
53238000.0,"Cookie, sandwich-type, not chocolate or vanilla"
53239000.0,"Cookie, shortbread"
53239010.0,"Cookie, shortbread, reduced fat"
53239050.0,"Cookie, shortbread, with icing or filling"
53239100.0,Pocky
53240000.0,"Cookie, animal"
53240010.0,"Cookie, animal, with frosting or icing"
53241500.0,"Cookie, butter or sugar"
53241510.0,Marie biscuit
53241600.0,"Cookie, butter or sugar, with fruit and/or nuts"
53242000.0,"Cookie, sugar wafer"
53242500.0,"Cookie, toffee bar"
53243000.0,"Cookie, vanilla sandwich"
53243010.0,"Cookie, vanilla sandwich, extra filling"
53243050.0,"Cookie, vanilla sandwich, reduced fat"
53244010.0,"Cookie, butter or sugar, with chocolate icing or filling"
53244020.0,"Cookie, butter or sugar, with icing or filling other than chocolate"
53246000.0,"Cookie, tea, Japanese"
53247000.0,"Cookie, vanilla wafer"
53247050.0,"Cookie, vanilla wafer, reduced fat"
53247500.0,"Cookie, vanilla with caramel, coconut, and chocolate coating"
53251100.0,"Cookie, rugelach"
53260030.0,"Cookie, chocolate chip, reduced sugar"
53260200.0,"Cookie, oatmeal, reduced sugar"
53260300.0,"Cookie, sandwich, reduced sugar"
53260400.0,"Cookie, sugar or plain, sugar free"
53260500.0,"Cookie, sugar wafer, sugar free"
53260600.0,"Cookie, peanut butter, sugar free"
53261000.0,"Cookie, gluten free"
53270100.0,"Cookies, Puerto Rican style"
53300100.0,"Pie, NFS"
53300200.0,"Tart, all types"
53301000.0,"Pie, apple"
53301070.0,"Pie, apple, fast food"
53303500.0,"Pie, berry"
53304000.0,"Pie, blueberry"
53305000.0,"Pie, cherry"
53305700.0,"Pie, lemon"
53305800.0,"Pie, key lime"
53307000.0,"Pie, peach"
53312000.0,"Pie, strawberry"
53341000.0,"Pie, banana cream"
53342000.0,"Pie, chocolate cream"
53343000.0,"Pie, coconut cream"
53344000.0,"Pie, custard"
53344300.0,Dessert pizza
53346000.0,"Pie, peanut butter cream"
53346500.0,"Pie, pineapple cream"
53347000.0,"Pie, pumpkin"
53360000.0,"Pie, sweet potato"
53365000.0,"Pie, vanilla cream"
53381000.0,"Pie, lemon meringue"
53385000.0,"Pie, pecan"
53385500.0,"Pie, oatmeal"
53391000.0,Pie shell
53391100.0,"Pie shell, graham cracker"
53410100.0,"Cobbler, apple"
53410300.0,"Cobbler, berry"
53410500.0,"Cobbler, cherry"
53410800.0,"Cobbler, peach"
53415100.0,"Crisp, apple"
53415110.0,"Fritter, plain"
53415120.0,"Fritter, fruit"
53415300.0,"Crisp, berry"
53415400.0,"Crisp, cherry"
53415500.0,"Crisp, peach"
53420000.0,"Cream puff, eclair, custard or cream filled, NS as to icing"
53420100.0,"Cream puff, eclair, custard or cream filled, not iced"
53420200.0,"Cream puff, eclair, custard or cream filled, iced"
53420210.0,"Cream puff, eclair, custard or cream filled, iced, reduced fat"
53420250.0,"Cream puff, no filling or icing"
53420400.0,"Sopaipilla, without syrup or honey"
53420410.0,Sopaipilla with syrup or honey
53430100.0,"Crepe, chocolate filled"
53430200.0,"Crepe, fruit filled"
53430700.0,"Tamale, sweet"
53440000.0,"Strudel, apple"
53440300.0,"Strudel, berry"
53440500.0,"Strudel, cherry"
53440600.0,"Strudel, cheese"
53440700.0,"Strudel, peach"
53441110.0,Baklava
53441210.0,Basbousa
53450000.0,"Turnover, fruit"
53452100.0,"Pastry, fruit-filled"
53452120.0,"Pastry, made with bean or lotus seed paste filling, baked"
53452130.0,"Pastry, made with bean paste and salted egg yolk filling, baked"
53452150.0,"Pastry, Chinese, made with rice flour"
53452170.0,"Pastry, cookie type, fried"
53452200.0,"Pastry, Italian, with cheese"
53452400.0,"Pastry, puff"
53452420.0,"Pastry, puff, custard or cream filled, iced or not iced"
53452450.0,Cheese pastry puffs
53452500.0,"Pastry, mainly flour and water, fried"
53453150.0,"Empanada, fruit"
53500100.0,"Breakfast pastry, NFS"
53510000.0,"Danish pastry, plain or spice"
53510100.0,"Danish pastry, with fruit"
53511000.0,"Danish pastry, with cheese"
53520000.0,"Doughnut, NFS"
53520100.0,"Doughnut, cake type, plain"
53520120.0,"Doughnut, chocolate"
53520130.0,"Doughnut, cake type, powdered sugar"
53520135.0,"Doughnut, cake type, with icing"
53520140.0,"Doughnut, cake type, chocolate icing"
53520160.0,"Doughnut, chocolate, with chocolate icing"
53520170.0,Doughnut holes
53520200.0,Churros
53520510.0,Beignet
53521110.0,"Doughnut, yeast type"
53521130.0,"Doughnut, yeast type, with chocolate icing"
53521140.0,"Doughnut, jelly"
53521210.0,"Doughnut, custard-filled"
53521230.0,"Doughnut, custard-filled, with icing"
53530000.0,Breakfast tart
53530010.0,"Breakfast tart, lowfat"
53610100.0,"Coffee cake, crumb or quick-bread type"
53610170.0,"Coffee cake, crumb or quick-bread type, with fruit"
53610200.0,"Coffee cake, crumb or quick-bread type, cheese-filled"
53710400.0,Cereal or granola bar (General Mills Fiber One Chewy Bar)
53710500.0,Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar)
53710502.0,Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar)
53710504.0,Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar)
53710600.0,Milk 'n Cereal bar
53710700.0,Cereal or granola bar (Kellogg's Special K bar)
53710800.0,Cereal or granola bar (Kashi Chewy)
53710802.0,Cereal or granola bar (Kashi Crunchy)
53710810.0,Cereal or granola bar (KIND Fruit and Nut Bar)
53710900.0,Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix)
53710902.0,"Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)"
53710904.0,Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar)
53710906.0,Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar)
53711000.0,Cereal or granola bar (Quaker Chewy Granola Bar)
53711002.0,Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar)
53711004.0,Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar)
53711006.0,Cereal or granola bar (Quaker Chewy Dipps Granola Bar)
53711100.0,Cereal or granola bar (Quaker Granola Bites)
53712000.0,"Snack bar, oatmeal"
53712100.0,"Cereal or Granola bar, NFS"
53712200.0,"Cereal or granola bar, lowfat, NFS"
53712210.0,"Cereal or granola bar, nonfat"
53713000.0,"Cereal or granola bar, reduced sugar, NFS"
53713010.0,"Cereal or granola bar, fruit and nut"
53713100.0,"Cereal or granola bar, peanuts , oats, sugar, wheat germ"
53714200.0,"Cereal or granola bar, chocolate coated, NFS"
53714210.0,"Cereal or granola bar, with coconut, chocolate coated"
53714220.0,"Cereal or granola bar with nuts, chocolate coated"
53714230.0,"Cereal or granola bar, oats, nuts, coated with non-chocolate coating"
53714250.0,"Cereal or granola bar, coated with non-chocolate coating"
53714300.0,"Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating"
53714400.0,"Cereal or granola bar, with rice cereal"
53714500.0,"Breakfast bar, NFS"
53714510.0,"Breakfast bar, date, with yogurt coating"
53714520.0,"Breakfast bar, cereal crust with fruit filling, lowfat"
53720100.0,Nutrition bar (Balance Original Bar)
53720200.0,Nutrition bar (Clif Bar)
53720210.0,Nutrition bar (Clif Kids Organic Zbar)
53720300.0,Nutrition bar (PowerBar)
53720400.0,Nutrition bar (Slim Fast Original Meal Bar)
53720500.0,Nutrition bar (Snickers Marathon Protein Bar)
53720600.0,Nutrition bar (South Beach Living Meal Bar)
53720610.0,Nutrition bar (South Beach Living High Protein Bar)
53720700.0,Nutrition bar (Tiger's Milk)
53720800.0,Nutrition bar (Zone Perfect Classic Crunch)
53729000.0,"Nutrition bar or meal replacement bar, NFS"
53800000.0,"Baby Toddler snack, NFS"
53801000.0,Baby Toddler bar
53803100.0,Baby Toddler cookie
53803300.0,Baby Toddler biscuit
54001000.0,"Crackers, NFS"
54102010.0,Graham crackers
54102015.0,Graham crackers (Teddy Grahams)
54102020.0,"Graham crackers, chocolate covered"
54102050.0,"Crackers, oatmeal"
54102060.0,"Crackers, Cuban"
54102100.0,"Graham crackers, reduced fat"
54102200.0,"Graham crackers, sandwich, with filling"
54103000.0,"Crackers, breakfast biscuit"
54200100.0,"Crackers, butter, reduced sodium"
54201010.0,"Crackers, matzo, reduced sodium"
54202020.0,"Crackers, saltine, reduced sodium"
54204020.0,"Crackers, wheat, reduced sodium"
54204030.0,"Crackers, woven wheat, reduced sodium"
54301010.0,"Crackers, butter, plain"
54301020.0,"Crackers, butter, flavored"
54301030.0,"Crackers, butter (Ritz)"
54301100.0,"Crackers, butter, reduced fat"
54304000.0,"Crackers, cheese"
54304005.0,"Crackers, cheese (Cheez-It)"
54304020.0,"Crackers, cheese (Goldfish)"
54304100.0,"Crackers, cheese, reduced fat"
54304110.0,"Crackers, cheese, reduced sodium"
54304150.0,"Crackers, cheese, whole grain"
54305010.0,"Crackers, crispbread"
54305020.0,"Crackers, flatbread"
54307000.0,"Crackers, matzo"
54308000.0,"Crackers, milk"
54313000.0,"Crackers, oyster"
54318000.0,"Chips, rice"
54318500.0,Rice cake
54319000.0,"Crackers, rice"
54319005.0,"Crackers, rice and nuts"
54319020.0,Popcorn cake
54319500.0,Rice paper
54325000.0,"Crackers, saltine"
54325010.0,"Crackers, saltine, reduced fat"
54325060.0,"Crackers, saltine, multigrain"
54326000.0,"Crackers, multigrain"
54328000.0,"Crackers, sandwich"
54328100.0,"Crackers, sandwich, peanut butter filled"
54328105.0,"Crackers, sandwich, peanut butter filled (Ritz)"
54328110.0,"Crackers, sandwich, reduced fat, peanut butter filled"
54328120.0,"Crackers, whole grain, sandwich, peanut butter filled"
54328200.0,"Crackers, sandwich, cheese filled"
54328210.0,"Crackers, sandwich, cheese filled (Ritz)"
54336000.0,"Crackers, water"
54336100.0,"Crackers, wonton"
54337010.0,"Crackers, woven wheat"
54337020.0,"Crackers, woven wheat, plain (Triscuit)"
54337030.0,"Crackers, woven wheat, flavored (Triscuit)"
54337060.0,"Crackers, woven wheat, reduced fat"
54338000.0,"Crackers, wheat"
54338010.0,"Crackers, wheat, plain (Wheat Thins)"
54338020.0,"Crackers, wheat, flavored (Wheat Thins)"
54338100.0,"Crackers, wheat, reduced fat"
54340100.0,"Crackers, gluten free, plain"
54340110.0,"Crackers, gluten free, flavored"
54350000.0,Baby Toddler crackers
54350100.0,"Baby Toddler puffs, fruit"
54350200.0,"Baby Toddler puffs, vegetable"
54360000.0,Baby Toddler crunchies
54360100.0,Baby Toddler wheels
54401011.0,Corn nuts
54401021.0,"Corn chips, plain"
54401026.0,"Corn chips, flavored"
54401031.0,"Corn chips, plain (Fritos)"
54401035.0,"Corn chips, flavored (Fritos)"
54401055.0,Cheese flavored corn snacks
54401065.0,"Cheese flavored corn snacks, reduced fat"
54401075.0,"Tortilla chips, plain"
54401081.0,Cheese flavored corn snacks (Cheetos)
54401085.0,"Tortilla chips, flavored"
54401090.0,"Corn chips, reduced sodium"
54401110.0,"Tortilla chips, nacho cheese flavor (Doritos)"
54401111.0,"Tortilla chips, cool ranch flavor (Doritos)"
54401112.0,"Tortilla chips, other flavors (Doritos)"
54401121.0,"Tortilla chips, reduced fat, plain"
54401122.0,"Tortilla chips, reduced fat, flavored"
54401170.0,"Tortilla chips, low fat, unsalted"
54402080.0,"Tortilla chips, reduced sodium"
54402200.0,Snack mix
54402610.0,"Potato chips, restructured, multigrain"
54402700.0,Pita chips
54403001.0,"Popcorn, NFS"
54403005.0,"Popcorn, movie theater, with added butter"
54403006.0,"Popcorn, movie theater, no butter added"
54403010.0,"Popcorn, air-popped, no butter added"
54403040.0,"Popcorn, air-popped, with added butter"
54403045.0,"Popcorn, popped in oil, no butter added"
54403046.0,"Popcorn, popped in oil, with added butter"
54403051.0,"Popcorn, microwave, NFS"
54403052.0,"Popcorn, microwave, plain"
54403053.0,"Popcorn, microwave, plain, light"
54403054.0,"Popcorn, microwave, low sodium"
54403056.0,"Popcorn, microwave, butter flavored"
54403057.0,"Popcorn, microwave, flavored, light"
54403058.0,"Popcorn, microwave, cheese flavored"
54403059.0,"Popcorn, microwave, kettle"
54403080.0,"Popcorn, ready-to-eat, NFS"
54403081.0,"Popcorn, ready-to-eat, plain"
54403082.0,"Popcorn, ready-to-eat, plain, light"
54403083.0,"Popcorn, ready-to-eat, low sodium"
54403085.0,"Popcorn, ready-to-eat, butter flavored"
54403087.0,"Popcorn, ready-to-eat, cheese flavored"
54403088.0,"Popcorn, ready-to-eat, flavored, light"
54403089.0,"Popcorn, ready-to-eat, kettle"
54403110.0,"Popcorn, caramel coated"
54403120.0,"Popcorn, caramel coated, with nuts"
54403160.0,"Popcorn, chocolate coated"
54404000.0,"Popcorn chips, plain"
54404010.0,"Popcorn chips, other flavors"
54404020.0,"Popcorn chips, sweet flavors"
54406010.0,Onion flavored rings
54406200.0,Shrimp chips
54408000.0,"Pretzels, NFS"
54408015.0,"Pretzels, hard, NFS"
54408016.0,"Pretzels, hard, plain, salted"
54408017.0,"Pretzels, hard, plain, lightly salted"
54408030.0,"Pretzels, hard, plain, unsalted"
54408035.0,"Pretzels, hard, flavored"
54408070.0,"Pretzels, hard, multigrain"
54408081.0,"Pretzels, hard, plain, gluten free"
54408082.0,"Pretzels, hard, flavored, gluten free"
54408105.0,"Pretzel chips, hard, plain"
54408110.0,"Pretzel chips, hard, flavored"
54408115.0,"Pretzel chips, hard, gluten free"
54408190.0,"Pretzels, hard, coated, NFS"
54408200.0,"Pretzels, hard, chocolate coated"
54408210.0,"Pretzels, hard, white chocolate coated"
54408250.0,"Pretzels, hard, yogurt coated"
54408260.0,"Pretzels, hard, coated, gluten free"
54408290.0,"Pretzels, hard, filled, NFS"
54408300.0,"Pretzels, hard, cheese filled"
54408310.0,"Pretzels, hard, peanut butter filled"
54408400.0,"Pretzels, soft, NFS"
54408405.0,"Pretzels, soft, ready-to-eat, NFS"
54408410.0,"Pretzels, soft, ready-to-eat, salted, buttered"
54408411.0,"Pretzels, soft, ready-to-eat, unsalted, buttered"
54408415.0,"Pretzels, soft, ready-to-eat, salted, no butter"
54408416.0,"Pretzels, soft, ready-to-eat, unsalted, no butter"
54408420.0,"Pretzels, soft, ready-to-eat, cinnamon sugar coated"
54408422.0,"Pretzels, soft, ready-to-eat, coated or flavored"
54408430.0,"Pretzels, soft, ready-to-eat, topped with meat"
54408432.0,"Pretzels, soft, ready-to-eat, topped with cheese"
54408450.0,"Pretzels, soft, from frozen, NFS"
54408455.0,"Pretzels, soft, from frozen, salted"
54408456.0,"Pretzels, soft, from frozen, unsalted"
54408460.0,"Pretzels, soft, from frozen, cinnamon sugar coated"
54408462.0,"Pretzels, soft, from frozen, coated or flavored"
54408465.0,"Pretzels, soft, from frozen, topped with meat"
54408466.0,"Pretzels, soft, from frozen, topped with cheese"
54408470.0,"Pretzels, soft, filled with cheese"
54408475.0,"Pretzels, soft, from school lunch"
54408480.0,"Pretzels, soft, multigrain"
54408485.0,"Pretzels, soft, gluten free"
54408486.0,"Pretzels, soft, gluten free, cinnamon sugar coated"
54408487.0,"Pretzels, soft, gluten free, coated or flavored"
54420210.0,Multigrain chips (Sun Chips)
54420220.0,"Snack mix, plain (Chex Mix)"
54440010.0,Bagel chips
54440020.0,Cracker chips
55100005.0,"Pancakes, NFS"
55100010.0,"Pancakes, plain, frozen"
55100020.0,"Pancakes, fruit, frozen"
55100025.0,"Pancakes, chocolate, frozen"
55100030.0,"Pancakes, whole grain, frozen"
55100050.0,"Pancakes, plain, fast food / restaurant"
55100055.0,"Pancakes, fruit, fast food / restaurant"
55100060.0,"Pancakes, chocolate, fast food / restaurant"
55100065.0,"Pancakes, whole grain, fast food / restaurant"
55100080.0,"Pancakes, school"
55101000.0,"Pancakes, plain"
55101015.0,"Pancakes, plain, reduced fat"
55103000.0,"Pancakes, fruit"
55103020.0,"Pancakes, pumpkin"
55103100.0,"Pancakes, chocolate"
55105200.0,"Pancakes, whole grain"
55105205.0,"Pancakes, whole grain, reduced fat"
55106000.0,"Pancakes, gluten free"
55200010.0,"Waffle, NFS"
55200020.0,"Waffle, plain, frozen"
55200030.0,"Waffle, plain, reduced fat"
55200040.0,"Waffle, fruit, frozen"
55200050.0,"Waffle, chocolate, frozen"
55200060.0,"Waffle, whole grain, frozen"
55200070.0,"Waffle, whole grain, reduced fat"
55200080.0,"Waffle, whole grain, fruit, frozen"
55200100.0,"Waffle, plain, fast food / restaurant"
55200110.0,"Waffle, chocolate, fast food / restaurant"
55200120.0,"Waffle, fruit, fast food / restaurant"
55200130.0,"Waffle, whole grain, fast food / restaurant"
55200200.0,"Waffle, school"
55201000.0,"Waffle, plain"
55203000.0,"Waffle, fruit"
55203600.0,"Waffle, chocolate"
55203700.0,"Waffle, cinnamon"
55205000.0,"Waffle, whole grain"
55208000.0,"Waffle, gluten free"
55300010.0,"French toast, NFS"
55300020.0,"French toast, frozen"
55300050.0,"French toast, fast food / restaurant"
55300060.0,"French toast, school"
55301000.0,"French toast, plain"
55301015.0,"French toast, whole grain"
55301025.0,"French toast, gluten free"
55301031.0,French toast sticks
55301040.0,"French toast sticks, fast food / restaurant"
55301048.0,"French toast sticks, school"
55400010.0,"Crepe, NFS"
55401000.0,"Crepe, plain"
55501000.0,Chinese pancake
55610300.0,"Dumpling, no meat"
55701000.0,Cake made with glutinous rice
55702000.0,Idli
55702100.0,"Dosa, plain"
55703000.0,Cake made with glutinous rice and dried beans
55801000.0,Funnel cake with sugar
55801010.0,Funnel cake with sugar and fruit
56104000.0,"Pasta, vegetable, cooked"
56112000.0,"Noodles, cooked"
56113000.0,"Noodles, whole grain, cooked"
56116000.0,"Noodles, chow mein"
56116990.0,"Long rice noodles, made from mung beans, cooked"
56117090.0,"Rice noodles, cooked"
56130000.0,"Pasta, cooked"
56132990.0,"Pasta, whole grain, cooked"
56140100.0,"Pasta, gluten free"
56200300.0,"Cereal, cooked, NFS"
56200410.0,Barley
56200510.0,Buckwheat groats
56200990.0,"Grits, NFS"
56201050.0,"Grits, regular or quick, made with water, NS as to fat"
56201051.0,"Grits, regular or quick, made with water, no added fat"
56201052.0,"Grits, regular or quick, made with water, fat added"
56201090.0,"Grits, with cheese, NS as to fat"
56201091.0,"Grits, with cheese, no added fat"
56201092.0,"Grits, with cheese, fat added"
56201210.0,"Grits, instant, made with water, no added fat"
56201220.0,"Grits, instant, made with water, fat added"
56201230.0,"Grits, instant, made with water, NS as to fat"
56201515.0,"Cornmeal mush, NS as to fat"
56201516.0,"Cornmeal mush, no added fat"
56201517.0,"Cornmeal mush, fat added"
56201600.0,"Masa harina, cooked"
56202000.0,Millet
56202900.0,"Oatmeal, fast food, plain"
56202905.0,"Oatmeal, fast food, flavored"
56202960.0,"Oatmeal, NFS"
56203056.0,"Oatmeal, regular or quick, made with water, no added fat"
56203057.0,"Oatmeal, regular or quick, made with water, fat added"
56203066.0,"Oatmeal, regular or quick, made with milk, no added fat"
56203067.0,"Oatmeal, regular or quick, made with milk, fat added"
